Geography,Geography Code,Rural Urban,Tenure: All categories: Tenure; measures: Value,Tenure: Owned: Total; measures: Value,Tenure: Owned: Owned outright; measures: Value,Tenure: Owned: Owned with a mortgage or loan; measures: Value,Tenure: Shared ownership (part owned and part rented); measures: Value,OOS,Tenure: Social rented: Total; measures: Value,Tenure: Social rented: Rented from council (Local Authority); measures: Value,Tenure: Social rented: Other social rented; measures: Value,SRS,Tenure: Private rented: Total; measures: Value,Tenure: Private rented: Private landlord or letting agency; measures: Value,Tenure: Private rented: Employer of a household member; measures: Value,Tenure: Private rented: Relative or friend of household member; measures: Value,Tenure: Private rented: Other; measures: Value,PRS
BS49,BS49,Total,4844,3820,1896,1924,33,7640,456,158,298,912,477,423,3,43,8,954
BS5,BS5,Total,22759,10939,4357,6582,138,21878,5173,3472,1701,10346,6184,5831,15,287,51,12368
BS6,BS6,Total,14043,6806,3064,3742,36,13612,1161,278,883,2322,5933,5693,20,179,41,11866
BS7,BS7,Total,16337,9571,4058,5513,158,19142,2334,1490,844,4668,4086,3870,19,174,23,8172
BS8,BS8,Total,11712,5144,2686,2458,56,10288,772,285,487,1544,5553,5311,36,154,52,11106
BS9,BS9,Total,12371,9588,5425,4163,31,19176,1344,1048,296,2688,1246,1138,12,69,27,2492
CA1,CA1,Total,11162,6451,2753,3698,75,12902,2304,423,1881,4608,2180,2019,14,119,28,4360
CA10,CA10,Total,5773,4157,2604,1553,37,8314,510,54,456,1020,921,797,28,72,24,1842
CA11,CA11,Total,9901,6796,3975,2821,102,13592,1233,186,1047,2466,1547,1349,51,133,14,3094
CA12,CA12,Total,3520,2378,1650,728,32,4756,594,94,500,1188,426,335,31,34,26,852
CA13,CA13,Total,6654,4919,2901,2018,61,9838,770,106,664,1540,794,693,15,67,19,1588
CA14,CA14,Total,16023,10443,5455,4988,63,20886,3925,643,3282,7850,1369,1221,8,116,24,2738
CA15,CA15,Total,7056,4544,2508,2036,16,9088,1788,201,1587,3576,610,529,5,71,5,1220
CA16,CA16,Total,2758,2004,1313,691,57,4008,181,15,166,362,452,395,5,40,12,904
CA17,CA17,Total,2152,1501,1010,491,4,3002,193,18,175,386,395,347,4,41,3,790
CA18,CA18,Total,157,91,67,24,0,182,18,4,14,36,46,43,3,0,0,92
CA19,CA19,Total,454,357,243,114,1,714,30,5,25,60,52,41,1,8,2,104
CA2,CA2,Total,18126,11772,5523,6249,56,23544,3622,641,2981,7244,2450,2191,27,207,25,4900
CA20,CA20,Total,1532,1294,814,480,4,2588,58,7,51,116,154,137,3,11,3,308
CA21,CA21,Total,443,391,216,175,0,782,4,1,3,8,36,35,0,1,0,72
CA22,CA22,Total,3898,2733,1417,1316,3,5466,821,354,467,1642,299,251,0,40,8,598
CA23,CA23,Total,628,503,266,237,3,1006,31,8,23,62,85,73,1,8,3,170
CA24,CA24,Total,528,426,191,235,1,852,38,11,27,76,58,52,0,6,0,116
CA25,CA25,Total,2711,1712,865,847,4,3424,766,185,581,1532,203,181,1,15,6,406
CA26,CA26,Total,1707,1236,675,561,5,2472,304,108,196,608,129,110,1,15,3,258
CA27,CA27,Total,676,563,291,272,4,1126,28,11,17,56,75,65,4,6,0,150
CA28,CA28,Total,12357,8454,4003,4451,61,16908,2715,1295,1420,5430,959,819,36,79,25,1918
CA3,CA3,Total,6136,4864,2631,2233,161,9728,386,46,340,772,667,602,6,48,11,1334
CA4,CA4,Total,4221,3429,2059,1370,12,6858,202,28,174,404,491,441,15,31,4,982
CA5,CA5,Total,2996,2433,1542,891,20,4866,156,24,132,312,316,262,8,34,12,632
CA6,CA6,Total,3845,2929,1682,1247,9,5858,304,60,244,608,504,449,12,38,5,1008
CA7,CA7,Total,9665,7177,4289,2888,24,14354,1300,158,1142,2600,985,861,14,104,6,1970
CA8,CA8,Total,4564,3233,1937,1296,9,6466,550,90,460,1100,681,583,33,49,16,1362
CA9,CA9,Total,996,673,412,261,5,1346,137,24,113,274,155,137,3,13,2,310
CB1,CB1,Total,20214,10337,5182,5155,127,20674,3770,2701,1069,7540,5727,5382,62,187,96,11454
CB10,CB10,Total,5420,3624,1892,1732,54,7248,831,498,333,1662,823,606,109,47,61,1646
CB11,CB11,Total,7222,5257,2681,2576,67,10514,915,600,315,1830,870,791,20,49,10,1740
CB2,CB2,Total,4614,1928,1124,804,109,3856,1085,391,694,2170,1351,1194,69,25,63,2702
CB21,CB21,Total,6363,4588,2450,2138,97,9176,988,732,256,1976,562,498,19,33,12,1124
CB22,CB22,Total,10060,7131,3882,3249,175,14262,1624,1248,376,3248,1007,897,36,57,17,2014
CB23,CB23,Total,12157,8658,3721,4937,414,17316,1544,548,996,3088,1374,1259,36,62,17,2748
CB24,CB24,Total,13437,10060,4804,5256,163,20120,1468,1070,398,2936,1597,1464,25,93,15,3194
CB25,CB25,Total,7298,5088,2609,2479,74,10176,1019,344,675,2038,974,683,148,47,96,1948
CB3,CB3,Total,4522,2702,1685,1017,71,5404,625,255,370,1250,1019,722,96,29,172,2038
CB4,CB4,Total,17815,7947,4086,3861,417,15894,5012,3022,1990,10024,4218,3926,56,143,93,8436
CB5,CB5,Total,4652,2021,923,1098,39,4042,1504,1179,325,3008,1014,942,13,42,17,2028
CB6,CB6,Total,15587,11178,5147,6031,192,22356,2199,208,1991,4398,1793,1623,21,125,24,3586
CB7,CB7,Total,11250,7081,3171,3910,237,14162,1714,169,1545,3428,1982,1808,43,109,22,3964
CB8,CB8,Total,14165,8348,4209,4139,205,16696,2252,740,1512,4504,2695,2426,110,131,28,5390
CB9,CB9,Total,12993,8722,3430,5292,115,17444,2449,1027,1422,4898,1563,1428,18,97,20,3126
CH1,CH1,Total,13555,6699,3172,3527,196,13398,3592,1019,2573,7184,2871,2638,19,138,76,5742
CH2,CH2,Total,14849,10471,5143,5328,66,20942,1617,496,1121,3234,2536,2239,109,113,75,5072
CH3,CH3,Total,13770,10631,5794,4837,122,21262,940,211,729,1880,1874,1696,43,113,22,3748
CH4,CH4,Total,13954,9958,4782,5176,60,19916,1994,1167,827,3988,1772,1612,20,125,15,3544
CH41,CH41,Total,9227,3077,1311,1766,110,6154,3750,1127,2623,7500,2211,2087,4,99,21,4422
CH42,CH42,Total,13674,6998,3009,3989,127,13996,3088,1044,2044,6176,3318,3132,7,159,20,6636
CH43,CH43,Total,17122,11009,5217,5792,122,22018,3066,1089,1977,6132,2751,2589,7,136,19,5502
CH44,CH44,Total,13117,7245,3232,4013,54,14490,2366,698,1668,4732,3343,3134,5,172,32,6686
CH45,CH45,Total,13673,9699,4675,5024,50,19398,723,90,633,1446,3065,2861,10,172,22,6130
CH46,CH46,Total,11161,7427,3427,4000,21,14854,2386,826,1560,4772,1188,1054,4,108,22,2376
CH47,CH47,Total,4575,3791,1960,1831,13,7582,138,57,81,276,601,532,7,56,6,1202
CH48,CH48,Total,6633,5378,3047,2331,23,10756,355,115,240,710,801,735,5,56,5,1602
CH49,CH49,Total,12592,9150,4536,4614,82,18300,1984,1029,955,3968,1218,1086,6,114,12,2436
CH5,CH5,Total,17657,12429,5625,6804,122,24858,2854,1965,889,5708,2105,1900,10,177,18,4210
CH6,CH6,Total,6966,4626,2113,2513,9,9252,1586,1172,414,3172,690,598,4,79,9,1380
CH60,CH60,Total,5693,5096,3089,2007,12,10192,115,34,81,230,432,401,4,23,4,864
CH61,CH61,Total,7737,6537,3591,2946,30,13074,559,183,376,1118,538,472,1,56,9,1076
CH62,CH62,Total,12645,9084,4230,4854,29,18168,1755,607,1148,3510,1667,1524,11,113,19,3334
CH63,CH63,Total,12734,10352,5482,4870,40,20704,1044,367,677,2088,1142,1029,11,87,15,2284
CH64,CH64,Total,8387,6556,3730,2826,25,13112,967,598,369,1934,753,686,9,49,9,1506
CH65,CH65,Total,11499,6526,2634,3892,91,13052,3397,2903,494,6794,1314,1212,13,81,8,2628
CH66,CH66,Total,14733,11547,5233,6314,84,23094,1828,1622,206,3656,1133,1003,9,104,17,2266
CH7,CH7,Total,21153,16292,8392,7900,97,32584,2444,1783,661,4888,2088,1823,21,216,28,4176
CH8,CH8,Total,8729,6224,3065,3159,70,12448,1447,1138,309,2894,899,764,10,105,20,1798
CM0,CM0,Total,6902,5279,2668,2611,24,10558,718,47,671,1436,788,701,19,60,8,1576
CM1,CM1,Total,26123,17675,8259,9416,167,35350,4549,759,3790,9098,3412,3149,37,181,45,6824
CM11,CM11,Total,7442,6376,3200,3176,10,12752,491,282,209,982,513,469,5,34,5,1026
CM12,CM12,Total,8443,7113,3729,3384,6,14226,561,399,162,1122,695,631,10,47,7,1390
CM13,CM13,Total,10103,7744,4103,3641,17,15488,1337,1227,110,2674,880,795,17,56,12,1760
CM14,CM14,Total,8706,5803,2435,3368,132,11606,1063,537,526,2126,1608,1492,34,60,22,3216
CM15,CM15,Total,9347,7571,4020,3551,38,15142,910,699,211,1820,715,634,12,57,12,1430
CM16,CM16,Total,9353,6838,3397,3441,23,13676,1408,948,460,2816,969,893,18,40,18,1938
CM17,CM17,Total,8826,6025,2091,3934,104,12050,1615,1232,383,3230,1006,932,4,59,11,2012
CM18,CM18,Total,10299,5624,2287,3337,72,11248,3651,3193,458,7302,872,794,8,62,8,1744
CM19,CM19,Total,7850,4789,1948,2841,45,9578,2173,1990,183,4346,772,723,5,39,5,1544
CM2,CM2,Total,24513,18090,8244,9846,208,36180,2887,467,2420,5774,3115,2871,27,180,37,6230
CM20,CM20,Total,9259,4287,1693,2594,110,8574,3527,3049,478,7054,1234,1142,8,73,11,2468
CM21,CM21,Total,4670,3472,1631,1841,32,6944,362,88,274,724,752,710,2,34,6,1504
CM22,CM22,Total,5031,3724,1755,1969,52,7448,554,439,115,1108,608,554,10,33,11,1216
CM23,CM23,Total,16215,11767,5012,6755,226,23534,1634,327,1307,3268,2421,2269,33,105,14,4842
CM24,CM24,Total,2696,1955,815,1140,6,3910,319,208,111,638,386,356,3,25,2,772
CM3,CM3,Total,21640,17098,7956,9142,95,34196,2020,277,1743,4040,2148,1884,56,168,40,4296
CM4,CM4,Total,4328,3375,1957,1418,18,6750,466,294,172,932,397,358,6,23,10,794
CM5,CM5,Total,4314,3146,1612,1534,13,6292,662,561,101,1324,425,393,5,21,6,850
CM6,CM6,Total,9913,7046,3141,3905,137,14092,1287,843,444,2574,1292,1187,22,59,24,2584
CM7,CM7,Total,20298,13152,5579,7573,145,26304,3584,821,2763,7168,3207,2901,66,192,48,6414
CM77,CM77,Total,5773,4614,1832,2782,32,9228,520,88,432,1040,560,509,14,30,7,1120
CM8,CM8,Total,13833,9127,3840,5287,99,18254,2851,682,2169,5702,1639,1481,18,119,21,3278
CM9,CM9,Total,14128,10874,5558,5316,59,21748,1666,102,1564,3332,1381,1229,21,113,18,2762
CO1,CO1,Total,7339,3370,1349,2021,34,6740,1211,372,839,2422,2635,2499,8,102,26,5270
CO10,CO10,Total,20383,14199,7859,6340,121,28398,3029,2026,1003,6058,2706,2419,43,192,52,5412
CO11,CO11,Total,5599,4208,2212,1996,20,8416,582,448,134,1164,697,643,8,36,10,1394
CO12,CO12,Total,9736,6681,3564,3117,49,13362,1186,804,382,2372,1684,1560,12,100,12,3368
CO13,CO13,Total,5670,4733,3258,1475,16,9466,160,115,45,320,689,628,3,55,3,1378
CO14,CO14,Total,3288,2255,1591,664,3,4510,368,147,221,736,609,553,9,38,9,1218
CO15,CO15,Total,20070,14336,9274,5062,80,28672,1226,447,779,2452,4198,3889,21,247,41,8396
CO16,CO16,Total,10585,7794,4598,3196,55,15588,1309,728,581,2618,1277,1109,27,123,18,2554
CO2,CO2,Total,13759,7714,3175,4539,61,15428,2624,1770,854,5248,3219,2338,397,164,320,6438
CO3,CO3,Total,11901,8978,4765,4213,36,17956,1044,670,374,2088,1706,1542,16,124,24,3412
CO4,CO4,Total,18898,11451,4882,6569,129,22902,3496,2148,1348,6992,3651,3376,31,167,77,7302
CO5,CO5,Total,12045,9592,5221,4371,40,19184,1007,552,455,2014,1266,1096,48,103,19,2532
CO6,CO6,Total,11848,9332,4772,4560,26,18664,1132,545,587,2264,1197,1090,21,66,20,2394
CO7,CO7,Total,14041,11117,6285,4832,44,22234,878,608,270,1756,1848,1669,16,133,30,3696
CO8,CO8,Total,986,775,457,318,1,1550,99,52,47,198,81,68,1,10,2,162
CO9,CO9,Total,10778,7550,3667,3883,55,15100,1679,443,1236,3358,1358,1259,13,65,21,2716
CR0,CR0,Total,62010,32132,12798,19334,955,64264,14812,9187,5625,29624,13426,12676,88,515,147,26852
CR2,CR2,Total,19805,14188,6553,7635,210,28376,1740,818,922,3480,3495,3299,40,137,19,6990
CR3,CR3,Total,11572,8752,3795,4957,183,17504,1024,637,387,2048,1479,1356,34,76,13,2958
CR4,CR4,Total,21774,11198,4113,7085,257,22396,5454,1396,4058,10908,4649,4373,17,200,59,9298
CR5,CR5,Total,11124,8940,4012,4928,97,17880,1098,799,299,2196,900,816,14,62,8,1800
CR6,CR6,Total,4037,3279,1697,1582,21,6558,351,285,66,702,342,314,3,19,6,684
CR7,CR7,Total,16279,9187,3530,5657,165,18374,2555,1081,1474,5110,4150,3891,10,195,54,8300
CR8,CR8,Total,12402,9335,4014,5321,159,18670,1096,413,683,2192,1707,1594,7,88,18,3414
CT1,CT1,Total,11921,5073,2662,2411,145,10146,2711,1948,763,5422,3751,3260,156,163,172,7502
CT10,CT10,Total,10900,8211,4764,3447,43,16422,798,201,597,1596,1713,1554,9,132,18,3426
CT11,CT11,Total,13195,7464,3696,3768,53,14928,1452,521,931,2904,4084,3813,21,218,32,8168
CT12,CT12,Total,7620,4837,2474,2363,17,9674,1758,903,855,3516,903,779,21,77,26,1806
CT13,CT13,Total,3965,2755,1572,1183,11,5510,541,404,137,1082,559,505,7,43,4,1118
CT14,CT14,Total,15735,11178,6213,4965,91,22356,1655,1080,575,3310,2547,2313,26,178,30,5094
CT15,CT15,Total,5358,4008,2222,1786,23,8016,495,349,146,990,717,534,52,56,75,1434
CT16,CT16,Total,8555,5192,2652,2540,36,10384,1579,949,630,3158,1621,1463,32,94,32,3242
CT17,CT17,Total,9414,5309,2388,2921,50,10618,1698,872,826,3396,2262,2112,8,115,27,4524
CT18,CT18,Total,5609,4343,2163,2180,51,8686,520,271,249,1040,631,512,37,53,29,1262
CT19,CT19,Total,11777,7180,3362,3818,32,14360,1893,1254,639,3786,2564,2375,16,154,19,5128
CT2,CT2,Total,10641,6272,3635,2637,96,12544,1626,921,705,3252,2491,2317,28,113,33,4982
CT20,CT20,Total,11175,5015,2753,2262,69,10030,1171,485,686,2342,4792,4489,60,131,112,9584
CT21,CT21,Total,7889,5810,3608,2202,27,11620,800,609,191,1600,1121,979,36,75,31,2242
CT3,CT3,Total,6932,4717,2337,2380,46,9434,1152,799,353,2304,881,759,48,61,13,1762
CT4,CT4,Total,6790,5199,2783,2416,24,10398,527,375,152,1054,913,809,42,46,16,1826
CT5,CT5,Total,14522,11271,6284,4987,75,22542,1124,855,269,2248,1887,1678,15,172,22,3774
CT6,CT6,Total,16435,12105,6298,5807,155,24210,1259,829,430,2518,2723,2497,14,191,21,5446
CT7,CT7,Total,5609,4374,2901,1473,19,8748,366,132,234,732,762,685,11,57,9,1524
CT8,CT8,Total,3382,2025,1061,964,11,4050,353,115,238,706,954,902,5,44,3,1908
CT9,CT9,Total,18807,9996,5007,4989,63,19992,2810,1147,1663,5620,5735,5339,100,249,47,11470
CV1,CV1,Total,11892,2943,1473,1470,119,5886,3611,788,2823,7222,4964,4645,25,122,172,9928
CV10,CV10,Total,20736,14356,6153,8203,113,28712,3451,2762,689,6902,2599,2354,19,204,22,5198
CV11,CV11,Total,16482,11553,5707,5846,86,23106,2140,1400,740,4280,2556,2231,73,168,84,5112
CV12,CV12,Total,13666,9961,4948,5013,64,19922,2179,1659,520,4358,1318,1159,17,128,14,2636
CV13,CV13,Total,4496,3553,1885,1668,17,7106,381,274,107,762,478,415,4,41,18,956
CV2,CV2,Total,26336,15301,7281,8020,168,30602,5073,1898,3175,10146,5489,5123,23,281,62,10978
CV21,CV21,Total,15581,9318,4008,5310,156,18636,2953,1953,1000,5906,2969,2744,29,164,32,5938
CV22,CV22,Total,14430,10513,5259,5254,170,21026,1953,1107,846,3906,1622,1461,57,87,17,3244
CV23,CV23,Total,8534,6611,3098,3513,46,13222,847,564,283,1694,942,855,19,45,23,1884
CV3,CV3,Total,26602,18036,9078,8958,142,36072,4588,1579,3009,9176,3553,3256,22,218,57,7106
CV31,CV31,Total,12789,7218,3233,3985,103,14436,2185,1358,827,4370,3144,2991,17,115,21,6288
CV32,CV32,Total,14578,9104,4629,4475,76,18208,2237,1626,611,4474,2991,2817,24,115,35,5982
CV33,CV33,Total,2570,1986,1028,958,27,3972,298,119,179,596,224,201,4,12,7,448
CV34,CV34,Total,13710,9006,3976,5030,193,18012,2168,1474,694,4336,2198,2016,34,131,17,4396
CV35,CV35,Total,10281,7766,4037,3729,68,15532,1155,199,956,2310,1124,998,41,64,21,2248
CV36,CV36,Total,4222,2994,1717,1277,53,5988,617,55,562,1234,473,420,12,30,11,946
CV37,CV37,Total,17990,12460,6888,5572,240,24920,2208,182,2026,4416,2874,2646,57,133,38,5748
CV4,CV4,Total,11983,6980,3109,3871,99,13960,3018,1024,1994,6036,1721,1516,41,109,55,3442
CV47,CV47,Total,6950,5093,2445,2648,74,10186,913,73,840,1826,791,654,47,56,34,1582
CV5,CV5,Total,20036,15312,7905,7407,81,30624,743,204,539,1486,3736,3399,8,199,130,7472
CV6,CV6,Total,33896,21033,9585,11448,180,42066,4927,1541,3386,9854,7364,6786,29,458,91,14728
CV7,CV7,Total,11434,9032,4527,4505,28,18064,1040,775,265,2080,1204,1071,15,90,28,2408
CV8,CV8,Total,13580,10679,5749,4930,101,21358,1070,785,285,2140,1590,1461,11,93,25,3180
CV9,CV9,Total,9025,6102,3118,2984,77,12204,1639,1184,455,3278,1084,977,31,52,24,2168
CW1,CW1,Total,17422,11541,5031,6510,66,23082,2931,1052,1879,5862,2696,2506,18,128,44,5392
CW10,CW10,Total,5991,4628,1937,2691,36,9256,635,173,462,1270,644,597,5,37,5,1288
CW11,CW11,Total,9690,7675,3842,3833,49,15350,833,153,680,1666,1043,934,10,81,18,2086
CW12,CW12,Total,12706,9609,5040,4569,54,19218,1571,276,1295,3142,1316,1184,21,98,13,2632
CW2,CW2,Total,17303,12687,6225,6462,44,25374,1777,609,1168,3554,2643,2465,14,138,26,5286
CW3,CW3,Total,3926,3064,1748,1316,12,6128,355,78,277,710,424,377,8,31,8,848
CW4,CW4,Total,3975,3374,1915,1459,10,6748,256,44,212,512,274,251,2,18,3,548
CW5,CW5,Total,12815,9579,5009,4570,95,19158,1249,290,959,2498,1754,1563,40,125,26,3508
CW6,CW6,Total,5025,4051,2304,1747,55,8102,347,95,252,694,493,438,10,33,12,986
CW7,CW7,Total,12866,8578,3520,5058,92,17156,2698,1222,1476,5396,1370,1239,21,97,13,2740
CW8,CW8,Total,15060,11554,5737,5817,91,23108,1613,767,846,3226,1644,1479,28,124,13,3288
CW9,CW9,Total,13998,10203,4546,5657,144,20406,1934,898,1036,3868,1563,1418,20,102,23,3126
DA1,DA1,Total,21767,14142,5504,8638,304,28284,3863,2152,1711,7726,3253,3001,16,199,37,6506
DA10,DA10,Total,2840,1401,503,898,22,2802,824,708,116,1648,564,524,13,23,4,1128
DA11,DA11,Total,15193,8500,3810,4690,177,17000,2893,2130,763,5786,3454,3286,15,124,29,6908
DA12,DA12,Total,18831,11718,5430,6288,138,23436,3815,3215,600,7630,2886,2702,18,133,33,5772
DA13,DA13,Total,5718,5038,2678,2360,18,10076,225,201,24,450,381,332,9,37,3,762
DA14,DA14,Total,9410,6157,3172,2985,104,12314,1840,177,1663,3680,1226,1139,10,72,5,2452
DA15,DA15,Total,11403,9836,4394,5442,78,19672,335,53,282,670,1080,991,7,75,7,2160
DA16,DA16,Total,13669,11150,4890,6260,99,22300,1074,146,928,2148,1238,1127,4,100,7,2476
DA17,DA17,Total,6946,4484,1803,2681,42,8968,1078,135,943,2156,1276,1178,4,75,19,2552
DA18,DA18,Total,1962,567,175,392,4,1134,1151,119,1032,2302,208,192,1,11,4,416
DA2,DA2,Total,9107,6742,2985,3757,45,13484,1291,1031,260,2582,937,880,6,44,7,1874
DA3,DA3,Total,6788,5648,3008,2640,59,11296,455,85,370,910,554,494,11,40,9,1108
DA4,DA4,Total,3908,2940,1399,1541,85,5880,488,163,325,976,341,303,11,19,8,682
DA5,DA5,Total,8264,7212,3597,3615,18,14424,341,71,270,682,632,582,4,40,6,1264
DA6,DA6,Total,3993,3121,1535,1586,21,6242,326,38,288,652,491,450,4,34,3,982
DA7,DA7,Total,14246,12150,6046,6104,49,24300,841,96,745,1682,1113,1000,3,101,9,2226
DA8,DA8,Total,13697,7527,2867,4660,238,15054,3906,625,3281,7812,1891,1763,3,93,32,3782
DA9,DA9,Total,5788,3458,964,2494,176,6916,612,315,297,1224,1491,1438,2,45,6,2982
DE1,DE1,Total,6602,1724,702,1022,174,3448,2274,913,1361,4548,2347,2240,11,66,30,4694
DE11,DE11,Total,18355,12980,5417,7563,68,25960,2618,1995,623,5236,2490,2298,14,165,13,4980
DE12,DE12,Total,8484,6250,3099,3151,26,12500,1252,1083,169,2504,851,767,9,68,7,1702
DE13,DE13,Total,17086,13436,7138,6298,68,26872,1659,512,1147,3318,1734,1550,42,111,31,3468
DE14,DE14,Total,12031,6680,3008,3672,78,13360,1651,427,1224,3302,3479,3242,19,183,35,6958
DE15,DE15,Total,10240,6982,3489,3493,24,13964,2032,689,1343,4064,1090,981,10,92,7,2180
DE21,DE21,Total,23918,16965,7844,9121,107,33930,4150,3423,727,8300,2446,2185,10,229,22,4892
DE22,DE22,Total,20353,12353,6573,5780,139,24706,3375,1950,1425,6750,4259,3986,21,217,35,8518
DE23,DE23,Total,21721,13084,6636,6448,174,26168,3921,1895,2026,7842,4225,3950,16,200,59,8450
DE24,DE24,Total,22630,13000,5590,7410,174,26000,5896,4032,1864,11792,3293,3005,11,234,43,6586
DE3,DE3,Total,7156,6106,3275,2831,32,12212,303,110,193,606,655,595,7,46,7,1310
DE4,DE4,Total,14710,10875,6456,4419,57,21750,1906,644,1262,3812,1650,1463,38,120,29,3300
DE45,DE45,Total,3908,2668,1844,824,34,5336,498,191,307,996,542,465,19,39,19,1084
DE5,DE5,Total,9465,7102,3700,3402,48,14204,1162,471,691,2324,1037,929,8,95,5,2074
DE55,DE55,Total,22249,15425,7650,7775,43,30850,3960,2530,1430,7920,2502,2253,14,195,40,5004
DE56,DE56,Total,17294,13770,7214,6556,97,27540,1244,516,728,2488,1980,1802,19,126,33,3960
DE6,DE6,Total,10520,7581,4470,3111,111,15162,1080,395,685,2160,1507,1373,31,80,23,3014
DE65,DE65,Total,9295,7413,3307,4106,34,14826,564,442,122,1128,1142,1003,54,72,13,2284
DE7,DE7,Total,21430,15252,7252,8000,83,30504,3123,1096,2027,6246,2703,2492,2,161,48,5406
DE72,DE72,Total,8829,7024,3745,3279,40,14048,806,309,497,1612,855,760,9,78,8,1710
DE73,DE73,Total,7803,5747,2635,3112,78,11494,818,418,400,1636,1070,994,8,56,12,2140
DE74,DE74,Total,4919,3535,1744,1791,24,7070,504,448,56,1008,796,722,9,52,13,1592
DE75,DE75,Total,7791,5763,2756,3007,21,11526,956,426,530,1912,926,840,10,67,9,1852
DH1,DH1,Total,18075,11764,6400,5364,52,23528,2501,1593,908,5002,3554,3315,28,163,48,7108
DH2,DH2,Total,13426,9241,3857,5384,42,18482,2914,1141,1773,5828,1120,984,2,110,24,2240
DH3,DH3,Total,11529,7926,3817,4109,65,15852,2234,1662,572,4468,1188,1086,5,94,3,2376
DH4,DH4,Total,14273,9678,4193,5485,19,19356,3152,1721,1431,6304,1310,1161,5,123,21,2620
DH5,DH5,Total,8667,5257,2671,2586,32,10514,2460,1258,1202,4920,851,759,1,70,21,1702
DH6,DH6,Total,14728,9627,4314,5313,28,19254,3452,2888,564,6904,1430,1280,6,129,15,2860
DH7,DH7,Total,18655,12276,5593,6683,47,24552,4243,3018,1225,8486,1890,1677,14,185,14,3780
DH8,DH8,Total,17055,11895,5335,6560,30,23790,2625,1041,1584,5250,2313,2079,16,178,40,4626
DH9,DH9,Total,16465,10141,4471,5670,15,20282,3800,2056,1744,7600,2348,2141,4,173,30,4696
DL1,DL1,Total,20423,12107,5323,6784,63,24214,4498,3494,1004,8996,3557,3261,14,252,30,7114
DL10,DL10,Total,7845,5418,2990,2428,45,10836,952,671,281,1904,1279,1021,121,77,60,2558
DL11,DL11,Total,2349,1655,1066,589,10,3310,128,93,35,256,454,372,16,36,30,908
DL12,DL12,Total,5391,3560,2275,1285,25,7120,700,86,614,1400,953,856,11,74,12,1906
DL13,DL13,Total,6445,4601,2687,1914,13,9202,875,355,520,1750,803,691,16,86,10,1606
DL14,DL14,Total,16580,10865,5302,5563,42,21730,3075,2131,944,6150,2388,2175,15,177,21,4776
DL15,DL15,Total,10072,6637,3102,3535,9,13274,2103,1478,625,4206,1172,1046,13,103,10,2344
DL16,DL16,Total,8871,5844,2776,3068,26,11688,2034,1160,874,4068,858,782,2,63,11,1716
DL17,DL17,Total,8142,4811,2250,2561,12,9622,2072,1360,712,4144,1171,1068,8,80,15,2342
DL2,DL2,Total,7253,5283,2683,2600,38,10566,550,300,250,1100,1254,1073,64,63,54,2508
DL3,DL3,Total,20213,13530,6313,7217,85,27060,2333,1443,890,4666,4072,3763,41,240,28,8144
DL4,DL4,Total,4629,2585,1231,1354,5,5170,1243,813,430,2486,739,696,1,35,7,1478
DL5,DL5,Total,12600,8119,3382,4737,36,16238,3074,2029,1045,6148,1275,1133,8,119,15,2550
DL6,DL6,Total,6800,4445,2509,1936,36,8890,1395,105,1290,2790,813,735,15,52,11,1626
DL7,DL7,Total,6585,4611,2602,2009,23,9222,608,44,564,1216,1242,793,274,59,116,2484
DL8,DL8,Total,8359,5805,3616,2189,45,11610,808,239,569,1616,1450,1214,79,124,33,2900
DL9,DL9,Total,4372,1879,600,1279,11,3758,691,438,253,1382,1731,613,611,39,468,3462
DN1,DN1,Total,4108,1256,623,633,17,2512,1162,837,325,2324,1585,1511,15,43,16,3170
DN10,DN10,Total,5190,4043,2133,1910,25,8086,580,428,152,1160,468,414,10,38,6,936
DN11,DN11,Total,11987,8414,4053,4361,33,16828,1963,1763,200,3926,1388,1229,12,131,16,2776
DN12,DN12,Total,10103,5953,2604,3349,13,11906,2646,2331,315,5292,1266,1140,10,107,9,2532
DN14,DN14,Total,19401,13794,6672,7122,71,27588,2320,1950,370,4640,2931,2710,30,164,27,5862
DN15,DN15,Total,15046,9427,4426,5001,40,18854,2537,1087,1450,5074,2836,2614,40,145,37,5672
DN16,DN16,Total,13579,8940,3916,5024,41,17880,2655,1201,1454,5310,1754,1573,10,157,14,3508
DN17,DN17,Total,15676,11043,5314,5729,32,22086,2829,1424,1405,5658,1569,1394,15,136,24,3138
DN18,DN18,Total,5117,3597,1747,1850,18,7194,706,300,406,1412,737,658,10,55,14,1474
DN19,DN19,Total,2636,2071,957,1114,5,4142,210,75,135,420,311,293,1,14,3,622
DN2,DN2,Total,10073,6174,2817,3357,14,12348,2200,2005,195,4400,1498,1332,23,127,16,2996
DN20,DN20,Total,8192,6015,3054,2961,13,12030,939,348,591,1878,1082,969,18,89,6,2164
DN21,DN21,Total,16022,10529,5087,5442,155,21058,2486,675,1811,4972,2627,2341,105,140,41,5254
DN22,DN22,Total,15139,10604,5487,5117,42,21208,2297,1790,507,4594,1933,1709,43,141,40,3866
DN3,DN3,Total,12825,9924,4818,5106,38,19848,1213,1040,173,2426,1489,1346,10,117,16,2978
DN31,DN31,Total,4557,2138,837,1301,6,4276,636,175,461,1272,1727,1634,7,76,10,3454
